Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI
2012-0201-PHL,2012,0201,Natural,Biological,Epidemic,Bacterial disease,,Cholera,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Catanduanes, Camarines Sur, Sorsogon, Albay, Camarines Norte, Masbate provinces (Bicol)",,,,,No,No,,,Vaccinated,,,,,2012,1,,2012,7,,30,,3158,,3158,,,,89.80529293
2012-0375-THA,2012,0375,Natural,Hydrological,Flood,Riverine flood,,,Affected,Thailand,THA,South-Eastern Asia,Asia,"Tak, Sukhothai, Phitsanulok, Phichit, Chainat, Ang Thong, Phra Nakhon Si Ayudhya, Suphanburi, Phachinburi, Sa Kaeo, Nakhon Pathom, Chonburi, Rayong, Chachoengsao, Chaiyaphum provinces",Monsoonal rains,,,,,Yes,,44011,Km2,17.09,99.64,,,2012,8,15,2012,9,30,,,235545,,235545,,,,89.80529293
2012-9109-THA,2012,9109,Natural,Climatological,Drought,Drought,,,Declar,Thailand,THA,South-Eastern Asia,Asia,"Lampang, Kamphaeng Phet, Nan, Phayao, Chiang Mai, Sukhothai (Northern provinces); Nong Khai, Si Sa Ket, Khon Kaen, Maha Sarakham, Udon Thani, Chaiyaphum (NorthEast provinces); Phetchaburi, Kanchanaburi, Prachuap Khiri Khan, Chon Buri, Nakhon Nayok, Suphan Buri, Chanthaburi, Chachoengsao, Trat, Phuket provinces. 17 are in the North, 19 in the Northeast, 5 in the central region, 6 in the East and 1 in the South.",,,,,,Yes,,,Km2,,,,,2012,4,,2012,8,,,,12000000,,12000000,,,1200,89.80529293
2012-0351-VNM,2012,0351,Natural,Hydrological,Flood,Riverine flood,,,Kill,Viet Nam,VNM,South-Eastern Asia,Asia,"Ninh Binh, Ha Tinh, Thanh Hoa, Nghe An provinces",Torrential rain,,,,,,,24179,Km2,38.19,126.24,,,2012,9,2,2012,9,11,34,40,,17500,17540,,2000,30000,89.80529293
2013-0373-PHL,2013,0373,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Usagi (Odette),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Cordillera Administrative region (CAR), Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon), Region IV-A (Calabarzon), Region IV (Southern Tagalog), Region V (Bicol region), Region VI (Western Visayas) provinces",,"Slide (land, mud, snow, rock)",Flood,Yes,,,,,Kph,,,,,2013,9,21,2013,9,22,5,,72696,,72696,,,,91.12079403
2013-0019-PHL,2013,0019,Natural,Hydrological,Flood,Flash flood,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,Region X (Northen Mindanao) province,,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2013,1,15,2013,1,23,10,,507769,,507769,,,2800,91.12079403
2013-0274-PHL,2013,0274,Natural,Hydrological,Flood,Riverine flood,,,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Region III (Central Luzon) province (Pampanga district (Lubao, Floridablanca, Minalin areas), Bulacan district (Meycauayan area), Nueva Ecija district (Mariveles, Bataan, Malolos City, Carranglan areas), Zambales district (Olongapo area), Tarlac, Bataan districts), Region IV-A (Calabarzon) province (Rizal district (Teresa, Binangonan areas), Cavite district (Imus, Bacoor, Kawit, Noveleta, Tanza areas), Quezon district (Sariaya area), Laguna district), Region IV province (Mindoro Occidental district), National Capital region (NCR) province (Metropolitan Manila district (Las Pinas, Caloocan, Valenzuela, Navotas, Malabon areas)), Region I (Ilocos region) province (Pagasinan district), Cordillera Administrative region (CAR) province (Mountain Province district (Bontoc, Sagada areas), Benguet district (Tuba area), Abra district)","Monsoonal rain (HABAGAT), enhanced by Tropical Storm Maring (Trami)","Slide (land, mud, snow, rock)",,Yes,,Yes,,50412,Km2,16.3191,121.14,,,2013,8,13,2013,8,21,31,30,3096392,,3096422,,100000,2190000,91.12079403
2013-0340-PHL,2013,0340,Natural,Hydrological,Flood,Riverine flood,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Region XIII (Caraga), Autonomous region in Muslim Mindanao (ARMM), Region IX (Zamboanga Peninsula), Region X (Northern Mindanao), Region XI (Davao Region), Region XII (Soccsksargen) provinces",Heavy rainfall,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2013,8,1,2013,8,9,11,21,100000,,100021,,,36000,91.12079403
2013-0333-VNM,2013,0333,Natural,Hydrological,Flood,Riverine flood,,,Kill,Viet Nam,VNM,South-Eastern Asia,Asia,"Lao Cai, Ha Giang, Lai Chau provinces",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2013,9,,2013,9,,23,,,,,,,,91.12079403
2013-0412-VNM,2013,0412,Natural,Hydrological,Flood,Riverine flood,,,Affected,Viet Nam,VNM,South-Eastern Asia,Asia,"Bac Giang, Bac Kan, Bac Ninh, Cao Bang, Da Nang City, Dien Bien, Ha Giang, Ha Nam, Ha Noi City, Ha Tay, Ha Tinh, Hai Duong, Hai Phong City, Hoa Binh, Hung Yen, Lai Chau, Lang Son, Lao Cai, Nam Dinh, Nghe An, Ninh Binh, Phu Tho, Quang Binh, Quang Nam, Quang Ninh, Quang Tri, Son La, Thai Binh, Thai Nguyen, Thanh Hoa, Thua Thien - Hue, Tuyen Quang, Vinh Phuc, Yen Bai provinces",Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2013,9,3,2013,9,4,29,,1000,,1000,,,,91.12079403
2013-0036-PHL,2013,0036,Natural,Meteorological,Storm,Tropical cyclone,,Tropcal storm Auring,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Palawan, Mindoro Oriental districts (Region IV (Southern Tagalog) province), Zamboanga Del Norte district (Region IX (Zamboanga Peninsula) province), Compostela, Davao del Norte districts (Region XI (Davao Region) province)",,Flood,,,,,,,Kph,,,,,2013,1,3,2013,1,10,1,,10597,,10597,,,,91.12079403
2013-0430-PHL,2013,0430,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm Nari (SAnti),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Nueva Vizcaya district (Region II (Cagayan Valley) province), Pangasinan district (Region I (Ilocos region) province), Region III (Central Luzon) province",,Flood,,,,,,,Kph,,,,,2013,10,12,2013,10,14,20,154,871601,,871755,,,96723,91.12079403
2013-0437-PHL,2013,0437,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Krosa (Vinta),Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Ilocos Norte district (Region I (Ilocos region) province), Cagayan district (Region II (Cagayan Valley) province), Apayao district (Cordillera Administrative region (CAR) province)",,Flood,,,,,,,Kph,,,,,2013,10,31,2013,10,31,4,,220443,,220443,,,4729,91.12079403
2013-0433-PHL,2013,0433,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Haiyan (Yolanda),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Samar, Leyte districts (Region VIII (Eastern Visayas) province), Cebu district (Region VII (Central Visayas) province), Iloilo, Capiz, Aklan districts (Region VI (Western Visayas) province), Palawan district (Region IV (Southern Tagalog) province)",,Surge,,Yes,Yes,Yes,844063,315,Kph,,,,,2013,11,8,2013,11,8,7354,28689,16078181,,16106870,,700000,10000000,91.12079403
2013-0434-PHL,2013,0434,Natural,Hydrological,Flood,Riverine flood,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Palawan district (Region IV province), ARMM, Region VI, Region VII, Region, VIII, Region IX, Region X, Region XI, Region XII, Region XIII provinces","Continuous showers and thuderstorms, Effect of Continuous Rain and Thunderstorms Due to Intertropical Convergence Zone",Lightening,,,,Yes,,,Km2,,,,,2013,10,4,2013,10,10,20,,207971,,207971,,,1988,91.12079403
2013-0263-MMR,2013,0263,Natural,Hydrological,Flood,Riverine flood,,,Kill,Myanmar,MMR,South-Eastern Asia,Asia,"Kayin, Mon, Rakhine, Taninthayi, Ayeyawaddy province",Monsoon rains,,,,,,,125251,Km2,18.3122,98.16,,,2013,7,25,2013,8,7,7,,73300,,73300,,,,91.12079403
2013-0160-MMR,2013,0160,Natural,Hydrological,Landslide,Landslide,,,Kill,Myanmar,MMR,South-Eastern Asia,Asia,"Kalaw area (Tuanggyi district, Shan (S) province)",Heavy rains,,,,,,,,,,,,,2013,5,3,2013,5,3,16,,,,,,,,91.12079403
2013-0535-MYS,2013,0535,Natural,Hydrological,Flood,Riverine flood,,,Affected,Malaysia,MYS,South-Eastern Asia,Asia,"Kuala Lumpur, Pahang, Terengganu, Johor, Kelantan provinces",Monsoonal rain,,,,,,,106698,Km2,3.58444,102.36,,,2013,12,1,2013,12,8,4,,75000,,75000,,,2000,91.12079403
2013-0395-PHL,2013,0395,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Catigbian village (Bohol district, Region VII (Central Visayas) province), Cebu, Siquijor, Negros Oriental districts (Region VII (Central Visayas) province), Negros Occidental, Iloilo, Guimaras districts (Region VI (Western Visayas) province)",,,,Yes,,,,7,Richter,9.8796,124.1167,08:12,,2013,10,15,2013,10,15,230,976,3221248,,3222224,,20000,51459,91.12079403
2013-0418-PHL,2013,0418,Natural,Hydrological,Flood,Riverine flood,,,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Olongapo City area (Zambales district, Region III (Central Luzon) province), Busuanga area (Palawan district, Region IV province)",Heavy monsoon rains,,,,,Yes,,,Km2,,,,,2013,9,23,2013,9,27,33,8,588147,,588155,,,4000,91.12079403
2013-0258-PHL,2013,0258,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Rumbia,Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Region III (Central Luzon), Region VI (Western Visayas), Region VII (Central Visayas), Region VIII (Eastern Visayas) provinces",,,,,,,,,Kph,,,,,2013,6,30,2013,6,30,7,4,3592,,3596,,,1000,91.12079403
2013-0272-PHL,2013,0272,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm Utor (Labuyo),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"Region I (Ilocos region), Region II (Cagayan Valley), Region III (Central Luzon) provinces",,,,,,,,,Kph,,,,,2013,8,12,2013,8,15,18,7,395723,,395730,,,32431,91.12079403
2013-0378-PHL,2013,0378,Natural,Meteorological,Storm,Tropical cyclone,,Tropical depression Crising (Shanshan),Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Mindoro Oriental district (Region IV (Southern Tagalog) province), Leyte district (Region VIII (Eastern Visayas) province), Zamboanga del Norte district (Region IX (Zamboanga Peninsula) province), Bukidnon, Lanao del Norte districts (Region X (Northern Mindanao) province), North Cotabato, South Cotabato districts (Region XII (Soccsksargen) province), Agusan del Norte district (Region XIII (Caraga) province), Maguindanao district (Autonomous region in Muslim Mindanao (ARMM) province), Region VII (Central Visayas), Region XI (Davao Region) provinces",,,,,,,,,Kph,,,,,2013,2,20,2013,2,21,6,4,262880,,262884,,,1680,91.12079403
2013-0263-THA,2013,0263,Natural,Hydrological,Flood,Riverine flood,,,Kill,Thailand,THA,South-Eastern Asia,Asia,Mae Sot district (Tak province),,,,,,,,,Km2,,,,,2013,7,25,2013,7,27,,,,,,,,97000,91.12079403
2013-0431-THA,2013,0431,Natural,Hydrological,Flood,Riverine flood,,,Kill,Thailand,THA,South-Eastern Asia,Asia,"Ang Thong, Chachoengsao, Chainat, Chanthaburi, Chian Rai, Nahkon Nayok, Nakhon Ratchasima, Nakhon Sawan, Pathum Thani, Prachinburi, Phangnga, Phetchaburi, Phichit, Phitsanulok, Phra Nakhon Si Ayudhya, Prachuap Khilikhan, Sa Kaeo, Sakon Nakhon, Si Saket, Surin, Tak, Ubon Ratchathani provinces",Monsoonal rain,,,,,,,312091,Km2,,101.69,,,2013,9,30,2013,10,14,61,,3500000,,3500000,,,482000,91.12079403
2013-0533-THA,2013,0533,Natural,Hydrological,Flood,Riverine flood,,,Kill,Thailand,THA,South-Eastern Asia,Asia,"Nakhon Si Thammarat, Songkhla, Narathiwat, Phatthalung, Trang provinces",Monsoonal rains,,,,,,,38676,Km2,7.2182,100.39,,,2013,11,20,2013,12,8,23,,,15254,15254,,,,91.12079403
2013-0266-VNM,2013,0266,Natural,Hydrological,Flood,Riverine flood,,,Affected,Viet Nam,VNM,South-Eastern Asia,Asia,"Lao Cai, Son La, Quang Ninh, Tuyen Quang provinces",,,,,,,,,Km2,,,,,2013,7,28,2013,7,30,5,,5000,,5000,,,6500,91.12079403
2013-0380-VNM,2013,0380,Natural,Hydrological,Flood,Riverine flood,,,Kill,Viet Nam,VNM,South-Eastern Asia,Asia,"An Giang, Ba Ria-Vung Tau, Bac Lieu, Ben Tre, Binh Dinh, Binh Duong, Binh Phuoc, Binh Thuan, Ca Mau, Can Tho City, Da Nang City, Dak Lak, Dak Nong, Dong Nai, Dong Thap, Gia Lai, Ha Tinh, Hau Giang, Ho Chi Minh City, Khanh Hoa, Kien Giang, Kon Tum, Lam Dong, Long An, Ninh Thuan, Phu Yen, Quang Binh, Quang Nam, Quang Ngai, Quang Tri, Soc Trang, Tay Ninh, Thua Thien - Hue, Tien Giang, Tra Vinh, Vinh Long provinces",Mosoonal rain and typhoon Usagi,,,,,,,,Km2,,,,,2013,9,24,2013,9,24,30,,,,,,,,91.12079403
2013-0417-VNM,2013,0417,Natural,Hydrological,Flood,Riverine flood,,,Affected,Viet Nam,VNM,South-Eastern Asia,Asia,"Dak Lak, Quang Tri, Quang Ngai, Quang Nam, Kon Tum provinces",Tropical Depression 18,,,,,,,,Km2,,,,,2013,9,16,2013,9,18,7,,25000,,25000,,,,91.12079403
2013-0443-VNM,2013,0443,Natural,Hydrological,Flood,Riverine flood,,,Kill,Viet Nam,VNM,South-Eastern Asia,Asia,"Quang Ngai, Binh Dinh, Quang Nam, Da Nang City, Phu Yen, Gia Lai, Kon Tum provinces",Tropical depression Podul,,,,,,,48985,Km2,15.58,107.7,,Mekong river,2013,11,14,2013,11,20,47,66,2127865,2070,2130001,,,72000,91.12079403
2013-0341-VNM,2013,0341,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm Jebi,Affected,Viet Nam,VNM,South-Eastern Asia,Asia,"Bac Giang, Bac Kan, Bac Ninh, Cao Bang, Dien Bien, Ha Giang, Ha Nam, Ha Noi City, Ha Tay, Hai Duong, Hai Phong City, Hoa Binh, Hung Yen, Lai Chau, Lang Son, Lao Cai, Nam Dinh, Ninh Binh, Phu Tho, Quang Ninh, Son La, Thai Binh, Thai Nguyen, Thanh Hoa, Tuyen Quang, Vinh Phuc, Yen Bai provinces",,,,,,,,,Kph,,,,,2013,8,2,2013,8,3,7,11,5000,,5011,,,1000,91.12079403
2013-0419-VNM,2013,0419,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Wutip,Kill,Viet Nam,VNM,South-Eastern Asia,Asia,"Binh Dinh, Quang Binh, Quang Nam, Quang Ngai, Ha Tinh, Quang Tri, Thua Thien - Hue, Khanh Hoa, Nghe An, Da Nang City, Phu Yen, Thanh Hoa provinces",,,,,,,,194,Kph,,,,,2013,9,30,2013,10,15,31,330,1835255,,1835585,,,663230,91.12079403
2013-0430-VNM,2013,0430,Natural,Meteorological,Storm,Tropical cyclone,,Tropical storm Nari (SAnti),Kill,Viet Nam,VNM,South-Eastern Asia,Asia,"Da Nang City, Quang Nam, Thua Thien - Hue, Quang Ngai provinces",,,,,,,,133,Kph,,,,,2013,10,10,2013,10,15,20,154,109600,,109754,,,76000,91.12079403
2013-0433-VNM,2013,0433,Natural,Meteorological,Storm,Tropical cyclone,,Typhoon Haiyan (Yolanda),Kill,Viet Nam,VNM,South-Eastern Asia,Asia,"Quang Ninh, Hai Phong City, Bac Giang, Quang Ngai, Thanh Hoa, Nghe An, Ha Tinh, Quang Tri, Thua Thien - Hue, Da Nang City, Quang Nam provinces",,,,,,,,102,Kph,,,,,2013,11,11,2013,11,11,16,89,12630,375,13094,,,734000,91.12079403
2014-0020-PHL,2014,0020,Natural,Meteorological,Storm,Tropical cyclone,,Tropical Depression Agaton ( (Lingling),Kill,Philippines (the),PHL,South-Eastern Asia,Asia,"North Cotabato, South Cotabato districts (Region XII (Soccsksargen) province), Autonomous region in Muslim Mindanao (ARMM), Region X (Northern Mindanao), Region XI (Davao Region), Region XIII (Caraga) provinces",,Flood,"Slide (land, mud, snow, rock)",,,,,,Kph,,,,,2014,1,19,2014,1,20,79,86,1148621,,1148707,,,12591,92.59898057
2014-0055-PHL,2014,0055,Natural,Meteorological,Storm,Tropical cyclone,,Topical storm Basyang (Kajiki),Affected,Philippines (the),PHL,South-Eastern Asia,Asia,"Antique, Negros Occidental districts (Region VI (Western Visayas) province), Cebu (Region VII (Central Visayas) province), Biliran, Leyte, Southern Leyte districts (Region VIII (Eastern Visayas) province), Agusan del Norte, Dinagat, Surigao del Norte districts (Region XIII (Caraga) province)",,Flood,"Slide (land, mud, snow, rock)",,,,,,Kph,,,,,2014,1,31,2014,2,1,6,,47740,,47740,,,3200,92.59898057
2014-0159-THA,2014,0159,Natural,Geophysical,Earthquake,Ground movement,,,Affected,Thailand,THA,South-Eastern Asia,Asia,"Chiang Rai, Chiang Mai, Lampang, Lamphun, Mae Hong Son, Phayao, Phrae, Nan provinces",,,,,,,,6,Richter,19.6557,99.6696,18:08,,2014,5,5,2014,5,5,1,23,17500,,17523,,15000,62000,92.59898057
2014-0089-THA,2014,0089,Natural,Meteorological,Extreme temperature,Cold wave,,,Affected,Thailand,THA,South-Eastern Asia,Asia,"Loei, Tak, Nan, Chiang Mai, Nakhon Phanom, Nong Bua Lamphu provinces",,,,,,Yes,,2,°C,,,,,2014,1,,2014,1,,63,,1000000,,1000000,,,,92.59898057
2014-0065-TLS,2014,0065,Natural,Biological,Epidemic,Viral disease,,Dengue,Affected,Timor-Leste,TLS,South-Eastern Asia,Asia,Dili district,,,,,No,No,,,Vaccinated,,,,,2014,1,,2014,2,,2,197,,,197,,,,92.59898057
2014-0473-IDN,2014,0473,Natural,Hydrological,Flood,Riverine flood,,,Affected,Indonesia,IDN,South-Eastern Asia,Asia,"Nangroe Aceh Darussalam, Bengkulu, Jambi, Lampung, Sumatera Barat, Sumatera Utara, Riau, Sumatera Selatan provinces",,,,,,,,,Km2,,,,,2014,11,22,2014,11,24,1,,10420,,10420,,,,92.59898057
2014-0483-IDN,2014,0483,Natural,Hydrological,Landslide,Landslide,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,"Sampang village (Jemblung area, Banjarnegara district, Jawa Tengah province)",Torrential rains,,,,,,,,,,,,,2014,12,12,2014,12,20,108,,1900,2000,3900,,,,92.59898057
2014-0260-KHM,2014,0260,Natural,Hydrological,Flood,Flash flood,,,Kill,Cambodia,KHM,South-Eastern Asia,Asia,"Kampong Cham, Kampong Chhnang, Kampong Speu, Kampong Thom, Kampot, Kandal, Kratie, Phnom Penh, Preah Vihear, Prey Veng, Stung Treng, Takeo provinces",Heavy rains,,,,,,,,Km2,,,,Mekong river,2014,7,30,2014,8,31,45,,472500,57950,530450,,,2000,92.59898057
2014-0411-LAO,2014,0411,Natural,Hydrological,Flood,Riverine flood,,,Affected,Lao People's Democratic Republic (the),LAO,South-Eastern Asia,Asia,"Khammouan, Salavan, Champasak, Savannakhet provinces",,,,,,,,,Km2,,,,,2014,8,12,2014,8,18,,,750,,750,,,,92.59898057
2014-0412-MMR,2014,0412,Natural,Hydrological,Flood,Riverine flood,,,Affected,Myanmar,MMR,South-Eastern Asia,Asia,Tachileik district (Shan (E) province),,,,,,,,,Km2,,,,,2014,9,17,2014,9,17,,,4600,,4600,,,,92.59898057
2014-0413-MMR,2014,0413,Natural,Hydrological,Flood,Riverine flood,,,Affected,Myanmar,MMR,South-Eastern Asia,Asia,"Ayeyawaddy, Bago (E), Bago (W), Kayin, Kachin, Magway, Rakhine, Shan (E), Shan (N), Shan (S), Taninthayi, Yangon provinces",,,,,,,,,Km2,,,,,2014,8,,2014,8,,,,35400,,35400,,,,92.59898057
2014-0494-MYS,2014,0494,Natural,Hydrological,Flood,Riverine flood,,,Affected,Malaysia,MYS,South-Eastern Asia,Asia,"Sabah, Kelantan, Pahang, Terengganu, Perak, Johor, Selangor, Perlis provinces",Heavy rains,,,Yes,,,,,Km2,,,,,2014,12,16,2014,12,30,17,,230000,,230000,,,284000,92.59898057
2014-9429-MYS,2014,9429,Natural,Climatological,Drought,Drought,,,Affected,Malaysia,MYS,South-Eastern Asia,Asia,"Kedah, Perak, Perlis, Pulau Pinang, Selangor provinces",,,,,,,,,Km2,,,,,2014,3,,2014,3,,,,2200000,,2200000,,,,92.59898057
2015-9411-IDN,2015,9411,Natural,Climatological,Drought,Drought,,,Kill,Indonesia,IDN,South-Eastern Asia,Asia,"Lani Jaya (Jayawijaya district, Papua province), Puncakjaya district (Papua province)",,Cold wave,Food shortage,,,,,,Km2,,,,,2015,7,,2015,7,,11,,,,,,,,92.70882199
2015-0460-LAO,2015,0460,Natural,Hydrological,Flood,,,,Affected,Lao People's Democratic Republic (the),LAO,South-Eastern Asia,Asia,Nan district (Louangphabang province),,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2015,9,7,2015,9,11,4,,95,45,140,,,,92.70882199
2015-0253-MMR,2015,0253,Natural,Hydrological,Flood,Riverine flood,,,Kill,Myanmar,MMR,South-Eastern Asia,Asia,"Buthidaung, Thandwe districts (Rakhine province), Taninthayi, Kayin, Ayeyawaddy, Bago (E), Bago (W) provinces",,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2015,6,23,2015,6,30,7,,14000,,14000,,,,92.70882199
2015-0308-MMR,2015,0308,Natural,Hydrological,Flood,Riverine flood,,,Kill,Myanmar,MMR,South-Eastern Asia,Asia,"Mandalay, Rakhine, Chin, Sagaing, Kachin, Kayin, Shan (E), Magway, Mon, Ayeyarwady, Bago (West) provinces","Heavy rains, severe monsoon floods exacerbated by tail and of cyclone Komen","Slide (land, mud, snow, rock)",,Yes,Yes,,,26424,Km2,20.175,95.53,,Irrawaddy,2015,7,15,2015,8,19,149,,1621703,,1621703,,,119000,92.70882199
2015-0216-MYS,2015,0216,Natural,Geophysical,Earthquake,Ground movement,,,Kill,Malaysia,MYS,South-Eastern Asia,Asia,Ranau district (Sabah province),,"Slide (land, mud, snow, rock)",,,,,,6,Richter,5.987,116.541,,,2015,6,5,2015,6,5,24,10,,,10,,,2,92.70882199
2015-0021-MYS,2015,0021,Natural,Hydrological,Flood,Riverine flood,,,Affected,Malaysia,MYS,South-Eastern Asia,Asia,Sarawak province,Heavy rains,"Slide (land, mud, snow, rock)",,,,,,,Km2,,,,,2015,1,14,2015,1,20,1,,3000,,3000,,,,92.70882199
